Komentar,Jumlah Like
"Di part ini air mata ga tertahan menetas, terima kasih kak sangat bagus🎉",3
Lagunya bagus banget huhu bikin banjir air mata 😔🌹,4
😭😭😭,3
(U)sah  kau takut  pada  keras dunia,0
(Lelah tak akan tersia,1
(Lelah tak akan tersia,0
Setiap denger lagunya langsung merinding,2
(A)nakku  ingatlah  semua,1
(L)uapkalah saja bila harus menagis,0
Bagus banget 🥰🥹lallalalalalallalla cintaku dari hati ♥️,2
(E)ngkau akan  berteman pahit,0
Indonesia. Luar.  Biasa,2
(S)edikit demi sedikit,0
(N)yanyianku di sini,1
(A)ku ingin kau mendengar,0
(K)ami tak ada menemani,0
Atta best character development,2
(A)ndaikan saat itu datang,1
(I)ngin kau lebih kuat,0
😢😢😢jadi inget ortu yang udah tiada,1
(M)aafkan hidup memang,1
Bener deh lagunya bikin hati tenang karna mengingat masa-masa lalu😢,2
(A)ngin akan buat kau goyah,0
(K)ala nanti badai &#39;kan datang,0
Aku pernah nonton film ini di bioskop,1
Toddler 25 tahun kaya gw banjir air mataaaaaaaaa aaaaaah sialan😭😭,5
"Nangis pas don nyanyi berdua mery. Kejer pas ibunya yang nyanyi di akhir2 film. Keluar theater sembab donk.sebagai ibu,Semakin takut jika harus meninggalkan anak2ku😢😢. Apakah anak2ku bisa dan mampu tanpa aku,ibunya.",4
"yang anak anak nyanyi<br>yang orang tua nangis wkwkw<br>memang animasi itu harusnya kayak gini. animasi kartun itu bukan cuman buat anak kecil, animasi kartun itu cuman salah satu artstyle media penyampaian cerita",1568
Indah banget tp bikin nangis😢,1
canduu banget lagunya ya Allah 🥲🥰,3
"Ini sambil kerja dengerin.. <br>Tiap hari diputar lagunya, saking bagus dan merdunya suara Prince &amp; Quinn 😢",3
"Jangan coba ganti kata anak ku dengan kata aku, kalo gamau meledak air mata kalian",0
"Keren, lagunya laleilmanino produseri selalu keren semua liriknya😭😭😭😭😭😭😭😭😭😭😭😭😭",5
emak-emak nangis banget dengernya,4
"Aku nangis sama suami q, anak2 kalian pasti bisa yaaa❤❤❤",1
don asli nya didalam hatinya sepi 😢,0
Pas sken ini gue nangis cuy ngena banget,3
Gitaris sap sap sap idolaku❤,23
nonton JUMBO sama sama,1
Dengerin ini di mobil di parkiran sebuah rumah sakit karena istri yang sedang hamil lagi dirawat. Perfect place buat nangis kejer 😭<br><br>Kalau bisa pap gue pap ini asli mata merah jelek banget fakkk 😭,52
Cus siapa yg udah nonton film ny,2
Bagus banget flimnya pas selesai flimnya kakak aku nangis❤❤❤😭😭😭🥺🥺,5
"Niatnya ajak anak nonton biar dpt pengetahuan dan makna dari film animasi ini, eh malah Bapaknya terharu dan menangis 😢😢 karena teringat masalalu saar kecil dlu",20
"Selain gambarnya keren, para pengisi suaranya kereeennn. Lucu, pas pada tiap karakternya",3
"Kmrin nonton sama anak2 ... Kami ga berekspektasi gimana2 krna film Indonesia.. tetapi ternyata filmnya sekeren itu, ceritanya bagus, pesan moralnya sampai juga ke anak2 kami, visualnya bagus bgt bener2 bagus pisan bangga banget loh ada karya film Indonesia dengan cerita dan visualisasi sebagus itu..ceritanya bikin nangis mombay anakku yg kecil sampe bengkak matanya 😂 dan nyanyianya enak bgt . Sukses selalu pokoknya",27
Part meneteskan air mata bagus filmnya menginat masa masa kecil,3
"Gak mauuu tauuu.. pokoknya harus ada jumbo 2 , atau jumbo2 yang lain 😭😭😭😭😭",1
Sedih bet dah 😭 aku suka film ini,1
Aku nangis di bioskop pas don nyanyi.<br>Sedih karena liriknya ❤,2
Lagunya bikin mellow.... jadi ingat Almarhum Bapakku... semoga bisa ajak ponakanku nonton ini.. soalnya bioskop agak jauh dari tempatku...,2
❤❤❤❤❤❤❤❤❤❤❤,1
"Pengen nonton, tapi harus fokus utbk dulu lah",1
Keren...anakku sampe ga brenti mau puter terus lagunya...good job Visinema...,2
Mantap banget sih lagu nya mudah di ingat lagi🎉+Meri nya cantik,3
Target awal : gen alpha<br>Kena sasaran : millenial 😂,3
"Pas nonton kemarin bareng adek, gw netesin air mata 3 kali, terharu banget",2
"Bener kata trailernya, ini untuk anak-anak di dalam diri kita😢",3
"Awalny yg pngen nonton anak, tp yg berderai air mata umi nya😂",3
❤❤❤😢,1
"lebih ke menghargai diri sendiri,,bagaimana masa kecilku yang arrggh,,dan bisa sekuat sampai sekarang",2
keren banget sih ya allah..maksih udah berkarya terbaik kyk gini..bangga ak sebagai orang Indonesia,4
Siapa yg kesini terus diulangulang? 😅 secandu itu haduh,3
baguusss bangeett lagunyaa😭😭,1
Pngn spotify nya dong versi ini....plisssss 🥲,5
aku pernah nonton bioskop kemarin aku nonton film jumbo langsung tau aku di ajak  sama saudara aku nah terus aku popcorn dan juga minuman Milo,3
"Bocah toddler umur 30 tahun nangis lihat scane film animasi karya anak bangsa ini.<br>Sehat selalu dan panjang umur para animator, cast , crew  dan produser yg terlibat. <br><br>Semoga ada donatur supaya film jumbo ini bisa jadi series juga , tayang di youtube atau di tv.<br><br>Biar anak2 yg belom bisa ke bioskop suatu saat bisa lihat klw INDONESIA punya animasi luar biasa seperti JUMBO n&#39; gengs. <br><br><br>Selama ini televisi kita di kuasai upin ipin animasi malaysia. Saat nya JUMBO bangkiiitt🎉🎉🎉🎉🎉",0
"Setelah Sherina &quot;lihatlah lebih dekat&quot;, sekarang ada prince dan quinsa &quot;selalu ada di nadimu&quot; dua lagu yang bikin masuk ke dunia masa kecil💖🫂",4
Bagus bgt lagunya..abis nonton lgs cus nyari lagunya❤,2
"Scoring Music nya ini kuat bgt. Sangat berkesan, Keren sekuat scoring music nya &quot;remember me mama coco&quot;",3
akk bikin nangiss,2
merinding seluruh badan,1
Meri cantik banget sih tapi dia udah nenek nenek,1
Sedih banget film nya 😢😢😢😢,4
"kalau dibuat versi slownya, seperti alunan suara don di awal, pasti lebih jleb lagi",0
Aku nangis baru play lagu ini :(,2
ini baguss bangett!! proud 😭😭❤️,1
"Terbaik, Geng Jumbo! ❤",2
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=111"">1:51</a> PERSONAL STAMP",3
"pertama kali mau nonton film ga expect gmn karena saingannya juga berat dengan film horor dan drama, pas aku nonton bareng keluarga, GILA BAGUS BGT APALAGI MUSIKALNYA YANG EMANG MEMORABLE BGT DI HATI PENONTON, LETS GO JUMBO TEMBUS 1JT PENONTON. VISINEMA ABSOLUTE CINEMA <br>🤚🤯✋",4
"let&#39;s get this to million views, shall we?",14
❤❤❤❤❤❤❤,1
Visinema betul betul Absolute Cinema ✋😐🤚,4
Dah lah nangis gw😢<br><br>Ketika film Animasi Western berlomba lomba menghadirkan cerita tentang orang tua yang meminta maaf pada anaknya (Turning Red &amp; Pinocchio) animasi Jumbo Indonesia bisa mengubah maaf orang tua dan doa anak sebagai sesuatu yang harus beriringan dan penuh harapan untuk hidup indah sebagai manusia.<br><br>Mari kita rayakan bersama kehadiran film ini❤,690
"Ngajakin anak nonton ke bioskop, anaknya seneng banget, emak bapaknya malah nangis, mana malu lagi diliatin anak 🤣😭 kambeng kalilah film nya wkwkw terlalu magis",2
Asli nontonnya bikin nangis bangettt..sedih banget 😭😭😭😭,0
Minta chord mau nyanyiin sama anak kalo bagus nanti di uplod di ig hhe kalo ga bagus skip,1
"plis panjang umur di bioskop nya, selamaaaaa mungkin hshdjsjsjs sedih ❤❤❤❤❤",1
Enak bgt lagunya pengen dengerin terus😊,4
Animasi indonesia yang absolute cenima,4
"Pak kades kalah ih sama Don yang bisa belajar merelakan, hidup mmg tidak adil🥲pak kades bukannya nyalahin pemerintah gara2 makam istrinya ga dipugar malah nyengsarain sesama😢",14
"dengan rilisnya film JUMBO, semoga industri animasi bergairah lagii. salut dan apresiasi kepada semua pihak yang terlibat di karya ini 🙇",6
Kereenn banget film Jumbo...semoga ada Jumbo seri 2. Sountracknyapun keren habis,4
"Nonton sama sepupu, adik &amp; kakak, ortu, tante, dan budhe. Bener-bener deh film Jumbo itu mengusik sosok anak kecil dalam diri kita, dari sepupuku yang 15 tahun sampai budheku yang 69 tahun, dan aku yang 26 tahun. Terima kasih Bang Ryan, pengisi suara, team animator &amp; visinema atas sebuah mahakarya megah sebagai hadiah lebaran di kondisi Indonesia &amp; dunia yang sedang carut-marut ini. Semoga segera lahir karya-karya lainnya sebagai penerus Jumbo ❤",4
gue tertegun liat animasi main gitarnya,5
Gak bikin lanjutannya parah sih.. bangga karya anak bangsa,3
Asli enak bat,2
Bagus filem nya aku berkaca - berkaca 😭 tapi gak pecah😊,1
Saya kira cuma saya yg mewek pas scene ini😂😂😂😂,2
Congrats 1jt penontonn ❤❤,4
gakuat denger ost nya selalu nangis😢😭,2
"Scene yang bakalan bikin semua orang memorable dan salut dan salam hormat buat para animator yang terlibat proses pembuatan film ini, kalian semua punya perannya masing-masing",1
Ahhh filem animasi Indonesia keren bgt 😭😭,8
Udah 1 juta penonton di bioskop ❤🎉,2
Dari awal ibu Don bacakan cerita sudah mulai merembes air mata ini tapi masih di pendam karena harus jelaskan film ke anak... Eh tiba2 Geng Jumbo tampil dari awal bait lagu udah makin deres dan enggak berhenti sampai selesai filmnya... Keluar bioskop mata bengkak semua...<br>Asli ini film BAGUS BANGET banyak pesan moral untuk anak dan untuk orang tua juga...<br>Terima kasih sudah membuat dunia perfilman anak2 mulai bangkit...,27
Pantes ya lagunya magic !❤ lagunya dibuat pas kepergian ayah Laleilmanino,9
Aku pernah nonton di bioskop,3
cocok banget buat tayangan anak anak bahkan semua umur,8
"😭😭 udh nonton serius dicek ges, w beneran puas, ada sedih ada ketawa, emotional roller coaster banget, w sampe selesai keluar bioskop sampai bengong &quot;ini film serius buatan indo ?&quot;",61
😢 ibu ❤<br>🌸,6
Beneran lagi bikin nangis,5
Mae selalu bilang &quot;don dngerin dulu&quot;. 😭😭😭 Anak sekecil ini ngajarin kita buat dengerin org dulu jgn mau maunya kita ddengar saja tanpa mau mendengarkan org lain. 😭,5368
"&quot;nyanyian ini bukan sekedar nada, aku ingin kau mendengarnya&quot; AH KEREN BGT SIH😭",13
"Bagus banget karya ank bangsa, sukses film nya makin byk penggermarnya",7
Don. Jadi sedih bgt nih si anak bungsu ini 😭😭😭,5
cakep bet merinya,3
liriknya ajaib bnget sih pas 35 detik pertama yg orang dewasa pasti relate kl hidup ini buat kita kuat,1
Semetal2nya emakmu ini anaku..<br>Ini film yang bisa bawa emakmu Mewek...<br>Didalam bioskop anak gw malah nenangin gw... <br>Berasa ya nak abinya sdh di surga...<br><br>Bagus banget....perlu perbanyak film2 seperti ini membangun jiwa anak2 lebih soft spoken .....<br><br>ANIMASINYA GAK KALENG2 CERITANYA....👍👍,5
AQ terisak2 pwoool disini..sukses terus anak bangsa Indonesia ❤❤,3
Bagusss bgtttt aku sukaaa bgtt JUMBOO ❤❤❤,5
"Sumpah lagu ini bagus banget,  saya doakan jumbo supaya sehat selalu bersama teman teman jumbo dan meri juga setelah berpisah dengan teman teman jumbo dan jumbo. Berkati juga dengan atta yang sudah mengejek jumbo, atta sudah maafkan berkati juga si atta AMIN.😎😎😇😇😇",4
"Habis nonton film ini,dan aku nangis 😭😭😭😭😭",3
"pas scene pentas ini pgn banget nangis kejer, tapi ketahan karna malu sama anak n suami 😭😭",3
di tunggu jumbo 2,2
bikin meweeekkk ... pas adegan ini ...,4
Umur 23 nangis liat kek begini wort it kan we?,3
"Lirik ter deep &quot;Mendengarnya dengan hatimu, bukan telinga&quot;",2
Definisi film animasi terbaiiiiik...berhasil membuat kami nangis dan pesan terakhirnya &quot; Kapan terakhir kita bersyukur?&quot; sangat membuat hati terbuka 😭,6
Ingat ibu yang sudah bahagia Disana,2
"Salam Sap Sap Sap, Film yang luar biasa, membawaku kembali ke masa kecil",5
"nagih bgt part <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=111"">1:51</a>",4
"Partt terrdebesttt, air mata tumpah semua hahah",6
Ternyata saya ga sendirian. Yang nangis saat bait pertama keluar.,3
"Masih lho nangis, ah jumboo😢",4
Kemarin aku baru lihat jumbo di bioskop rasanya pas aku liat itu sedih😢😢,3
"ini mah bukan mengandung bawang lagi, tapi bawangnya diolesin ke seluruh mata",2
MasyaAllah ni lagu + Filmnya Luar Biasa bgt ❤❤❤❤,3
karakteristik yang ga luput dari lagu ciptaan laleilmanino pasti huruf dari judul lagunya itu awalan dari semua liryc nya,10
Gatau kenapaa... tadii pas nonton bagian ini air mataa ngocorr sendiriii terbawa suasana lirik sama suara nya mereka merdu banget,9
Kerennn🎉,2
film yang memang dibuat dengan cinta ♡,3
"Pas dengar di awal langsung mewek nggak tau knp tiba2 air mata jatuh,",7
Dari film &quot; JUMBO &quot; kita bisa belajar agar tidak egois <br><br>Sial aku nonton sampai keluar air mata,4
"akhirnya ada yang full 🥺<br><a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=124"">2:04</a> 💗💗💗💗💗💗💗",7
"Ayok bantu nonton biar makin viral, kita dukung anak bangsa buat film animasi berkualitas lainnya. Cerita filmnya cocok untuk semua umur, anakku yg 7 tahun juga menikmati ceritanya❤",6
Cocok buat Balita umur 20 tahun😢,4
Setelah nonton film Jumbo langsung nyari lagu ini karna terngiang ngiang saking enaknya 🥰,4
langsung sedih 😢,3
"Baru nontonn hari iniii, pas di scene pentas ini langsung nangis sesenggukan. Makasih yaaa buat semua yang berkontribusi untuk produksi film inii. Cantik bangettt❤❤",6
❤❤❤,2
😭,2
Aku di bioskop nangis terus,2
🥰,2
Momen lagu ini masuk ke lirik pertama satu bioskop mulai menetes air mata,18
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=178"">2:58</a>",3
"Terimakasih bang Ryan, kalian berhasil sungguh! Mama pasti bangga ❤",7
Ada satu scene yang mungkin underrated dan jarang di omongin yaitu waktu atta masuk ke rumah jumbo. Kita bisa lihat POV atta waktu ngeliat kamar jumbo. Kita tau yang atta rasaiin itu &quot;Iri&quot; liat Jumbo kamarnya bagus bahkan ada PSnya. Scene itu lumayan &quot;jleb&quot; juga di hati. Shit lah gak ada yang bisa saya benci dari film ini. Goodjob om rian adhriandy dan kawan-kawan.,4360
Masih belum move on sama Don 😢,3
"Ada apa dengan lagu ini yaaa, tiap kali gue play nangis teroos angjay",3
"Lagunya menyentuh banget, dibawakan keren banget Prince &amp; Quinn... Fix Mantap banget lirik dan melodinya enak banget..",3
TERIMAKASIH untuk film animasi ini bukan sekedar film tapi hidup <br>kita yg orang tua sbelum ya juga anak anak 😢 jiwa anak sya muncul melihat ini yg lama tidur <br>niat nonton nemenin anak anak lha kok saya sama suami yg terperangkap😔 <br>semoga animasi animasi lain terlahir lagi lbih bnyk,6
"Bagian ini pixar abies, yg lain aku msh bisa tahan emosi 😢",2
Saya nangis pas scene ini..congrats utk film Jumbo. Keren pokoknya🎉,14
"Risu harus cover ini sihh, kayaknya bakal cocok",1
"Entah terlalu alay atau gimana, tapi dari prolog pun air mata sdh ngalir.. entah karna relate atau mmng kata-kata itu yg selalu ingin aku dengar dr ortuku gak tau, intinya aku nangis dari awal sampai akhir.. dan puncak nangis ada di lagu ini, sakitt banget hati rasanya.. MAKASIH YAAA SUDAH CIPTAIN DIALOG DAN ANIMASI JUMBO SERTA LAGU INII.. SEHAT SELALU SEMUA TIM PRODUKSI",37
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=110"">1:50</a>",0
Lagunya bgs❤,2
"Scene yang bikin satu studio hening, dimana air mata mengalir bahkan saat Don baru buka mulut.",1
Cute,1
FILM INI BUKAN SEKEDAR FILM<br>AKU INGIN KAU MENONTONNYA DENGAN HATIMU BUKAN MATAMU,4
Lagu ini membuatku waktu aku ngerjain PR aku juga nyetel lagu ini sampai aku pengen mau tidur aku juga nyetel lagu ini lagu ini menyentuh,1
😢😢😢😢😢❤❤❤❤❤,1
"Lagu ter favorite sih ini<br>Ngena banget<br><br>Suara merdu, lirik yg tepat sasaran. Betul2 bikin WOW<br><br>Hebat hebat semua yang terlibat disini<br>Bangga banget",2
"Scene menguras air mataku 😭, enth knp pas don mulai nyanyi air mata netess derezz bgttt",1
ngajak nonton bocah biar tau momen haru ❌❌❌<br><br>bapaknya yang terharu-haru keinget jaman dulu ✅✅✅,2
😭,2
"Ku ga bisa nangis ditengah keramaian bioskop karna aku tahan, tapi pas dirumah denger ulang ini, langsung nangis bombai 😭, lagunya kayak ngertiin kita yang butuh dipeluk ketika udah dewasa ngadepin kerasnya dunia, karna disisi lain, sampai kapanpun, orang dewasa ini juga tetep anak kecil yang butuh nangis butuh dipeluk",52
Di bogor dmn bisa nonton film ini kmrin nyari2 blum ada,0
Nangisssss,0
LAGU JUMBO 💫,2
"Penasarann pengenn nontonnn,<br>alangkahh jauhnyyaa bioskoppp 😭",1
"scene pentas genk Jumbo bikin merinding asliii, semua orang pasti setuju dan susah bwt move on scene ini, ngaku loe!",1
Tau gak aku udah nonton,0
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=95"">1:35</a> Favorit banget liriknya selalu bikin mewek tiap denger 😭❤",8
Siapa yg pas scene ini ga nangis?? Waah... jagoan si...,0
🥺🥺🥺🥺😭😭😭😭,0
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=124"">2:04</a> iramanya bagus banget🥺 teringat jelas di otak",165
Lagu ini sangat bermakna dalam kehidupan,0
"Sebagai seorang yang bisa nyanyi merdu, vocalnya sangat baik dan menurutku film nya sangat mirip dengan film film Disney.",4
"mantap animasi indonesia semangat untuk para pembuat animasi ini di balik layar, bangga bangettt❤❤❤❤❤",3
😢 nangis...,0
Terus berkarya Visinema…film ini khususnya saat scene lagu ini bener2 seolah-olah membawa kembali ke memori masa kecil 😢🥹,1
😭,0
Scene favorit ❤❤❤❤❤,0
Aku udah nonton fillm,0
"Di scene akhir, Don bilang “jangan jauh2 ya”….. Singkat, padat, tp nyess bgt di hati.<br><br>Duh, mana nonton sama bocil2, pas ngejelasin value nya di tengah2 film, suliiitttt bgt buat nutupin nangisnya…. Smpe ditanya “lho kenapa papa sedih?” Dan berakhir malah si bapak yg dipukpuk anak….😢😢😢😅",357
"Terima kasih Visinema utk film yg amazing ini. Kmrn sy ajak keluarga nonton. Luar biasa. I can feel your heart and love for the art. Semoga film ini jd legend film animasi Anak2, spt dulu wkt sy kecil ada byk film Anak2 tp bukan animasi. Lagunya bagus skl, suaranya jg merdu dan pas bgt",1
"Enakk banget pas scene ini ngena banget, candu lagunya😭😭❤️❤️❤️",5
"Nonton sm anak, yg nangis emaknya gpp kan 😅😂",8
"Arransemen Elmanino proggression chord vibes Japanese Songs, beat vibes Peterpan &amp; Noah",1
"Scene paling saya suka <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=111"">1:51</a> bagus bet",1
Music nya sedap😢,1
Aku di scene ini nyeseeeek wkwkwk padahal lagunya dibikin lebih ceria 😢😢,4
"Aku sudah nonton di bioskop,sumpah seru banget😊👏👏",1
"seriusan ni animasi asli Indonesia? ga nyangka sebagus ini🔥😭, sukses buat om&quot; semuaa, ditunggu film selanjutnya yah",16
Nonton di youtube msih bkin nangis aja ky pas di bioskop astagaaa nerbener indah sekali 😭😭😭😭,5
"SUMPAHHH, FILMNYAA ITU LOOH, SERU BANGETT!!! 😭, SEDIHNYAA KELIATAN BGTT, ALURNYAA SERUU, FILMNYA SANGAT BERARTIII, UDAH NONTOON, PENGEN LAGIII😭❤",3
